Location,Hour,Total_Curtailment,PV_Curtailment,Wind_Curtailment
US,0,0.0,0.0,0.0
US,1,0.0,0.0,0.0
US,2,4.327129405406723,4.327129405406723,0.0
US,3,19.759592178295392,19.759592178295392,0.0
US,4,22.579958320558333,22.579958320558333,0.0
US,5,2.114928033492262,2.114928033492262,0.0
US,6,0.0,0.0,0.0
US,7,0.0,0.0,0.0
US,8,0.0,0.0,0.0
US,9,0.0,0.0,0.0
US,10,0.0,0.0,0.0
US,11,0.0,0.0,0.0
US,12,0.0,0.0,0.0
US,13,0.0,0.0,0.0
US,14,0.0,0.0,0.0
US,15,0.0,0.0,0.0
US,16,0.0,0.0,0.0
US,17,0.0,0.0,0.0
US,18,0.0,0.0,0.0
US,19,0.0,0.0,0.0
US,20,0.0,0.0,0.0
US,21,0.0,0.0,0.0
US,22,0.0,0.0,0.0
US,23,0.0,0.0,0.0
US,24,23.024718770050555,23.024718770050555,0.0
US,25,73.21763214712567,72.02932398772765,1.1883081593980194
US,26,101.50076457432985,88.10729809213115,13.393466482198704
US,27,102.56974974341497,94.15261635538684,8.417133388028134
US,28,100.28890316763749,90.80839774167092,9.48050542596657
US,29,89.98787633557045,77.68877087247766,12.299105463092786
US,30,61.05896249971293,53.764745405125275,7.294217094587658
US,31,11.363513996174348,11.363513996174348,0.0
US,32,0.7008619144580308,0.0,0.7008619144580308
US,33,1.9993647156234715,0.0,1.9993647156234715
US,34,5.218356747813786,0.0,5.218356747813786
US,35,6.713183590919044,0.0,6.713183590919044
US,36,3.878808949895486,0.0,3.878808949895486
US,37,0.0,0.0,0.0
US,38,0.0,0.0,0.0
US,39,0.0,0.0,0.0
US,40,0.0,0.0,0.0
US,41,0.0,0.0,0.0
US,42,0.0,0.0,0.0
US,43,0.0,0.0,0.0
US,44,0.0,0.0,0.0
US,45,0.0,0.0,0.0
US,46,0.0,0.0,0.0
US,47,0.0,0.0,0.0
US,48,0.0,0.0,0.0
US,49,0.0,0.0,0.0
US,50,0.0,0.0,0.0
US,51,0.0,0.0,0.0
US,52,0.0,0.0,0.0
US,53,0.0,0.0,0.0
US,54,0.0,0.0,0.0
US,55,0.0,0.0,0.0
US,56,0.0,0.0,0.0
US,57,0.0,0.0,0.0
US,58,0.0,0.0,0.0
US,59,0.0,0.0,0.0
US,60,0.0,0.0,0.0
US,61,0.0,0.0,0.0
US,62,0.0,0.0,0.0
US,63,0.0,0.0,0.0
US,64,0.0,0.0,0.0
US,65,0.0,0.0,0.0
US,66,0.0,0.0,0.0
US,67,0.0,0.0,0.0
US,68,0.0,0.0,0.0
US,69,0.0,0.0,0.0
US,70,0.0,0.0,0.0
US,71,0.0,0.0,0.0
US,72,0.0,0.0,0.0
US,73,0.0,0.0,0.0
US,74,0.0,0.0,0.0
US,75,0.0,0.0,0.0
US,76,0.0,0.0,0.0
US,77,0.0,0.0,0.0
US,78,0.0,0.0,0.0
US,79,0.0,0.0,0.0
US,80,0.0,0.0,0.0
US,81,0.0,0.0,0.0
US,82,0.0,0.0,0.0
US,83,0.0,0.0,0.0
US,84,0.0,0.0,0.0
US,85,0.0,0.0,0.0
US,86,0.0,0.0,0.0
US,87,0.00010232933345832862,0.0,0.00010232933345832862
US,88,0.0,0.0,0.0
US,89,0.0,0.0,0.0
US,90,0.0,0.0,0.0
US,91,0.0,0.0,0.0
US,92,0.0,0.0,0.0
US,93,0.0,0.0,0.0
US,94,0.0,0.0,0.0
US,95,0.0,0.0,0.0
US,96,0.0,0.0,0.0
US,97,0.0,0.0,0.0
US,98,0.0,0.0,0.0
US,99,0.0,0.0,0.0
US,100,0.0,0.0,0.0
US,101,0.0,0.0,0.0
US,102,0.0,0.0,0.0
US,103,0.0,0.0,0.0
US,104,0.0,0.0,0.0
US,105,0.0,0.0,0.0
US,106,0.0,0.0,0.0
US,107,0.0,0.0,0.0
US,108,0.0,0.0,0.0
US,109,0.13357702421424733,0.0,0.13357702421424733
US,110,0.18598874180214864,0.0,0.0
US,111,0.17671543709394655,0.0,0.0
US,112,0.15544229071456073,0.0,0.15544229071456073
US,113,0.04028387749517037,0.0,0.04028387749517037
US,114,0.0,0.0,0.0
US,115,0.0,0.0,0.0
US,116,0.0,0.0,0.0
US,117,0.0,0.0,0.0
US,118,0.0,0.0,0.0
US,119,0.0,0.0,0.0
US,120,0.0,0.0,0.0
US,121,8.481035601063653,8.481035601063653,0.0
US,122,27.04009794051558,27.04009794051558,0.0
US,123,32.61676795186446,32.61676795186446,0.0
US,124,33.123873515723446,33.123873515723446,0.0
US,125,22.366692284643023,22.366692284643023,0.0
US,126,0.0,0.0,0.0
US,127,0.0,0.0,0.0
US,128,0.0,0.0,0.0
US,129,0.0,0.0,0.0
US,130,0.0,0.0,0.0
US,131,0.0,0.0,0.0
US,132,0.0,0.0,0.0
US,133,0.0,0.0,0.0
US,134,0.0,0.0,0.0
US,135,0.0,0.0,0.0
US,136,0.0,0.0,0.0
US,137,0.0,0.0,0.0
US,138,0.0,0.0,0.0
US,139,0.0,0.0,0.0
US,140,0.0,0.0,0.0
US,141,0.0,0.0,0.0
US,142,0.0,0.0,0.0
US,143,0.0,0.0,0.0
